"CRUISE","VESSEL","SPN","HAUL","STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SAMPLING_FACTOR","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS"
202301,"Seabrooke",133,"E37","X43",69322,1,135.71,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,1,151.21,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,1,152.69,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,1,140.6,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,1,157.93,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,147.57,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,143.12,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,134.68,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,133.59,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,120.68,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,125.41,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,125.24,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",133,"E37","X43",69322,2,134.58,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,119.61,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,147.97,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,168.32,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,151.19,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,158.51,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,172.36,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,169.99,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,1,159.55,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,124.51,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,136.22,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,139.47,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,137.86,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,158.89,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,125.11,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,133.84,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",134,"E36","X18",69322,2,137.81,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,2,104.23,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,2,124.61,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,1,123.89,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,1,110.68,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,1,100.59,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",135,"E35","XY13",69322,1,134.53,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,112.77,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,161.89,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,113.49,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,164.83,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,164.33,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,119.61,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,132.97,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,125.57,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,1,162.46,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,2,129.77,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,2,130.59,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",136,"E34","X501",69322,2,133.73,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",137,"E33","X209",69322,1,114.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",137,"E33","X209",69322,1,118.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",137,"E33","X209",69322,1,152.73,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",137,"E33","X209",69322,2,141.47,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",137,"E33","X209",69322,2,149.49,NA,1,3,0,0,1,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,1,127.23,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,1,167.48,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,103.04,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,143.71,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,130.93,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,144.76,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,138.13,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",138,"E32","XX98",69322,2,152.93,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,1,116.53,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,1,145.5,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,127.84,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,127.63,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,138.77,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,132.95,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,136.42,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,148.43,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,144.7,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,150.2,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,121.12,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,138.9,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",139,"E31","XX67",69322,2,150.11,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,148.38,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,148.77,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,163.44,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,166.89,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,156.61,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,153.91,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,1,154.07,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",140,"E30","X174",69322,2,126.33,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,123.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,156.28,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,155.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,166.2,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,157.73,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,146.52,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,165.65,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,154.43,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,1,140.56,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",141,"E29","X102",69322,2,143.6,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,145.33,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,156.51,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,110.53,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,118.07,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,164.89,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,126.43,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,121.16,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,152.44,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,131.12,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,1,164.31,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",142,"E28","XX56",69322,2,151.96,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,142.33,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,147.94,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,136.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,158.91,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,131.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,149.36,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,1,163.71,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,2,105.3,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,2,136.51,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",143,"E27","X608",69322,2,134.33,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,142.15,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,105.41,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,119.49,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,120.29,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,106.8,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,104.42,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,111.22,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,155.8,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,164.61,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,1,173.28,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",144,"E26","XX45",69322,2,132.5,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",145,"E25","XA38",69322,1,109.03,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",145,"E25","XA38",69322,1,119.06,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",145,"E25","XA38",69322,1,157.36,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",145,"E25","XA38",69322,1,147.24,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",146,"E24","X218",69322,1,118.73,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",146,"E24","X218",69322,1,161.21,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",146,"E24","X218",69322,1,122.43,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,148.27,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,109.1,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,150.04,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,128.6,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,149.77,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",147,"E23","XX73",69322,1,146.54,NA,1,3,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",148,"E22","XX70",69322,1,116.73,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",148,"E22","XX70",69322,1,135.64,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",148,"E22","XX70",69322,1,116.97,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",148,"E22","XX70",69322,1,111.29,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,125.29,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,113.52,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,145.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,112.41,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,141.16,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,120.11,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,102.47,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,155.9,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,105.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,138.1,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,100.32,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,106.58,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,1,164.24,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",149,"E21","X22",69322,2,98.34,NA,1,2,2,1,4,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",150,"D31","XX61",69322,1,118.41,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",150,"D31","XX61",69322,1,145.41,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",151,"D32","XX75",69322,2,141,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",152,"D33","X402",69322,1,111.36,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",152,"D33","X402",69322,1,147.6,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",153,"D34","XX21",69322,1,132.39,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",153,"D34","XX21",69322,1,167.79,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",153,"D34","XX21",69322,1,134.64,NA,1,3,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",154,"D35","XX48",69322,1,169.39,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",155,"D36","XX87",69322,1,175.86,NA,1,3,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",156,"D37","X21",69322,1,138.59,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",156,"D37","X21",69322,1,131.62,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",156,"D37","X21",69322,2,97.47,NA,1,2,2,1,4,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",156,"D37","X21",69322,2,128.65,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",156,"D37","X21",69322,2,128.81,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",158,"D39","X227",69322,1,143.62,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",158,"D39","X227",69322,1,119.18,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",160,"D41","XA19",69322,1,149.04,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",161,"D42","X305",69322,1,131.63,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",161,"D42","X305",69322,1,161.8,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",165,"D46","X10",69322,1,143.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",165,"D46","X10",69322,2,129.68,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",166,"D47","XX18",69322,2,148.14,NA,1,3,2,2,6,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",168,"D49","X225",69322,1,157.88,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",174,"D55","XX85",69322,2,135.89,NA,1,3,2,2,6,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,133.31,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,98.93,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,114.34,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,117.32,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,134.11,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,147.27,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,141.03,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,118.75,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,122.89,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,162.82,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,116.05,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,115.34,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,133.08,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,126.1,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",175,"C35","X22",69322,1,131.96,NA,1,4,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,111.54,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,148.21,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,135.69,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,112.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,140.98,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,117.69,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,154.65,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,161.76,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,172.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
202301,"Seabrooke",176,"C34","XX70",69322,1,148.02,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
